akira,bigmath,bubble_pop,countingx,picmatch,spelling,story_questions,story_reading,word_copy
,,6.421,,,,,2.722,8.114
,,6.424,,,,,2.723,8.117
,,6.428,,,,,2.724,8.122
,,6.429,,,,,2.725,8.124
,,6.431,,,,,2.726,8.127
,,6.432,,,,,2.727,8.132
,,6.433,,,,,2.728,8.135
,,6.434,,,,,2.729,8.137
,,6.435,,,,,2.73,8.142
,,6.441,,,,,2.731,8.143
,,6.442,,,,,2.732,8.147
,,6.443,,,,,2.733,8.153
,,6.445,,,,,2.734,8.158
,,6.446,,,,,2.735,8.167
,,6.448,,,,,2.736,8.168
,,6.454,,,,,2.737,8.169
,,6.455,,,,,2.738,8.17
,,6.458,,,,,2.739,8.171
,,6.459,,,,,2.741,8.182
,,6.461,,,,,2.742,8.186
,,6.466,,,,,2.744,8.192
,,6.468,,,,,2.745,8.196
,,6.469,,,,,2.746,8.2
,,6.471,,,,,2.747,8.201
,,6.474,,,,,2.748,8.204
,,6.476,,,,,2.749,8.205
,,6.479,,,,,2.75,8.208
,,6.48,,,,,2.751,8.213
,,6.483,,,,,2.752,8.217
,,6.491,,,,,2.753,8.221
,,6.493,,,,,2.754,8.222
,,6.494,,,,,2.755,8.223
,,6.496,,,,,2.756,8.23
,,6.498,,,,,2.759,8.234
,,6.505,,,,,2.76,8.242
,,6.506,,,,,2.761,8.248
,,6.507,,,,,2.762,8.25
,,6.508,,,,,2.763,8.255
,,6.51,,,,,2.764,8.257
,,6.512,,,,,2.765,8.258
,,6.514,,,,,2.766,8.264
,,6.515,,,,,2.767,8.265
,,6.517,,,,,2.768,8.268
,,6.519,,,,,2.77,8.272
,,6.52,,,,,2.771,8.273
,,6.521,,,,,2.772,8.283
,,6.523,,,,,2.773,8.291
,,6.526,,,,,2.776,8.294
,,6.527,,,,,2.777,8.299
,,6.528,,,,,2.778,8.3
,,6.532,,,,,2.779,8.306
,,6.534,,,,,2.78,8.307
,,6.536,,,,,2.781,8.31
,,6.537,,,,,2.782,8.32
,,6.538,,,,,2.783,8.321
,,6.543,,,,,2.784,8.324
,,6.547,,,,,2.786,8.327
,,6.548,,,,,2.787,8.329
,,6.549,,,,,2.788,8.331
,,6.553,,,,,2.789,8.332
,,6.555,,,,,2.79,8.333
,,6.56,,,,,2.791,8.334
,,6.564,,,,,2.792,8.335
,,6.566,,,,,2.793,8.338
,,6.571,,,,,2.794,8.342
,,6.572,,,,,2.795,8.343
,,6.574,,,,,2.796,8.351
,,6.575,,,,,2.797,8.352
,,6.577,,,,,2.798,8.355
,,6.582,,,,,2.799,8.356
,,6.583,,,,,2.8,8.36
,,6.584,,,,,2.801,8.363
,,6.586,,,,,2.802,8.364
,,6.59,,,,,2.803,8.367
,,6.591,,,,,2.804,8.37
,,6.595,,,,,2.805,8.375
,,6.597,,,,,2.806,8.376
,,6.6,,,,,2.807,8.386
,,6.603,,,,,2.808,8.387
,,6.604,,,,,2.809,8.388
,,6.605,,,,,2.81,8.39
,,6.608,,,,,2.811,8.392
,,6.614,,,,,2.812,8.394
,,6.619,,,,,2.813,8.405
,,6.62,,,,,2.814,8.411
,,6.624,,,,,2.815,8.412
,,6.627,,,,,2.816,8.415
,,6.628,,,,,2.817,8.42
,,6.631,,,,,2.818,8.421
,,6.633,,,,,2.819,8.424
,,6.634,,,,,2.82,8.428
,,6.635,,,,,2.821,8.433
,,6.636,,,,,2.822,8.438
,,6.638,,,,,2.823,8.443
,,6.641,,,,,2.824,8.444
,,6.644,,,,,2.825,8.446
,,6.647,,,,,2.826,8.457
,,6.649,,,,,2.827,8.458
,,6.65,,,,,2.828,8.462
,,6.653,,,,,2.829,8.464
,,6.657,,,,,2.83,8.465
,,6.66,,,,,2.831,8.468
,,6.661,,,,,2.832,8.469
,,6.663,,,,,2.833,8.475
,,6.664,,,,,2.834,8.477
,,6.667,,,,,2.835,8.479
,,6.67,,,,,2.836,8.481
,,6.673,,,,,2.837,8.484
,,6.675,,,,,2.838,8.487
,,6.676,,,,,2.839,8.493
,,6.677,,,,,2.84,8.494
,,6.678,,,,,2.841,8.502
,,6.679,,,,,2.842,8.505
,,6.68,,,,,2.843,8.509
,,6.681,,,,,2.844,8.511
,,6.684,,,,,2.845,8.513
,,6.685,,,,,2.846,8.515
,,6.686,,,,,2.847,8.518
,,6.69,,,,,2.848,8.527
,,6.691,,,,,2.849,8.528
,,6.693,,,,,2.85,8.529
,,6.694,,,,,2.851,8.53
,,6.699,,,,,2.852,8.533
,,6.703,,,,,2.853,8.537
,,6.711,,,,,2.854,8.539
,,6.712,,,,,2.855,8.541
,,6.714,,,,,2.856,8.55
,,6.715,,,,,2.857,8.553
,,6.717,,,,,2.858,8.561
,,6.718,,,,,2.859,8.562
,,6.719,,,,,2.86,8.563
,,6.72,,,,,2.861,8.564
,,6.722,,,,,2.862,8.565
,,6.723,,,,,2.863,8.571
,,6.725,,,,,2.864,8.573
,,6.726,,,,,2.865,8.574
,,6.731,,,,,2.866,8.586
,,6.732,,,,,2.867,8.588
,,6.734,,,,,2.868,8.595
,,6.735,,,,,2.869,8.596
,,6.737,,,,,2.87,8.598
,,6.741,,,,,2.871,8.599
,,6.743,,,,,2.872,8.602
,,6.744,,,,,2.873,8.608
,,6.746,,,,,2.874,8.61
,,6.747,,,,,2.875,8.611
,,6.751,,,,,2.876,8.616
,,6.752,,,,,2.877,8.617
,,6.753,,,,,2.878,8.619
,,6.754,,,,,2.879,8.62
,,6.755,,,,,2.88,8.622
,,6.756,,,,,2.881,8.633
,,6.758,,,,,2.882,8.637
,,6.761,,,,,2.883,8.653
,,6.764,,,,,2.884,8.654
,,6.765,,,,,2.885,8.657
,,6.766,,,,,2.886,8.658
,,6.768,,,,,2.887,8.66
,,6.775,,,,,2.888,8.661
,,6.776,,,,,2.889,8.67
,,6.778,,,,,2.89,8.671
,,6.779,,,,,2.891,8.672
,,6.782,,,,,2.892,8.676
,,6.785,,,,,2.893,8.685
,,6.79,,,,,2.894,8.694
,,6.795,,,,,2.895,8.702
,,6.799,,,,,2.896,8.706
,,6.803,,,,,2.897,8.71
,,6.804,,,,,2.898,8.711
,,6.805,,,,,2.899,8.722
,,6.806,,,,,2.9,8.724
,,6.808,,,,,2.901,8.726
,,6.812,,,,,2.902,8.73
,,6.813,,,,,2.903,8.739
,,6.814,,,,,2.904,8.741
,,6.822,,,,,2.905,8.747
,,6.823,,,,,2.906,8.749
,,6.825,,,,,2.907,8.75
,,6.827,,,,,2.908,8.753
,,6.829,,,,,2.909,8.755
,,6.83,,,,,2.91,8.759
,,6.832,,,,,2.911,8.762
,,6.833,,,,,2.912,8.778
,,6.835,,,,,2.913,8.78
,,6.836,,,,,2.914,8.781
,,6.838,,,,,2.915,8.782
,,6.839,,,,,2.916,8.786
,,6.846,,,,,2.917,8.794
,,6.847,,,,,2.918,8.811
,,6.848,,,,,2.919,8.82
,,6.85,,,,,2.92,8.824
,,6.853,,,,,2.921,8.837
,,6.854,,,,,2.922,8.842
,,6.855,,,,,2.923,8.845
,,6.856,,,,,2.924,8.847
,,6.859,,,,,2.925,8.848
,,6.86,,,,,2.926,8.849
,,6.867,,,,,2.927,8.859
,,6.869,,,,,2.928,8.86
,,6.872,,,,,2.929,8.864
,,6.873,,,,,2.93,8.869
,,6.875,,,,,2.931,8.873
,,6.876,,,,,2.932,8.874
,,6.878,,,,,2.933,8.876
,,6.879,,,,,2.934,8.879
,,6.88,,,,,2.935,8.88
,,6.884,,,,,2.936,8.881
,,6.885,,,,,2.937,8.884
,,6.887,,,,,2.938,8.888
,,6.889,,,,,2.939,8.899
,,6.89,,,,,2.94,8.901
,,6.891,,,,,2.941,8.902
,,6.893,,,,,2.942,8.913
,,6.897,,,,,2.943,8.915
,,6.9,,,,,2.944,8.919
,,6.901,,,,,2.945,8.92
,,6.904,,,,,2.946,8.925
,,6.906,,,,,2.947,8.928
,,6.907,,,,,2.948,8.932
,,6.908,,,,,2.949,8.937
,,6.91,,,,,2.95,8.94
,,6.911,,,,,2.951,8.946
,,6.912,,,,,2.952,8.952
,,6.914,,,,,2.953,8.954
,,6.915,,,,,2.954,8.955
,,6.924,,,,,2.955,8.958
,,6.925,,,,,2.956,8.959
,,6.927,,,,,2.957,8.962
,,6.93,,,,,2.958,8.963
,,6.931,,,,,2.959,8.965
,,6.932,,,,,2.96,8.967
,,6.933,,,,,2.961,8.975
,,6.941,,,,,2.962,8.976
,,6.943,,,,,2.963,8.978
,,6.949,,,,,2.964,8.985
,,6.95,,,,,2.965,8.989
,,6.952,,,,,2.966,8.995
,,6.959,,,,,2.967,8.998
,,6.96,,,,,2.968,80.981
,,6.962,,,,,2.969,81.255
,,6.967,,,,,2.97,81.988
,,6.969,,,,,2.971,83.016
,,6.97,,,,,2.972,86.216
,,6.971,,,,,2.973,9.013
,,6.974,,,,,2.974,9.015
,,6.975,,,,,2.975,9.016
,,6.981,,,,,2.976,9.026
,,6.982,,,,,2.977,9.034
,,6.983,,,,,2.978,9.04
,,6.986,,,,,2.979,9.049
,,6.987,,,,,2.98,9.05
,,6.991,,,,,2.981,9.051
,,6.996,,,,,2.982,9.054
,,6.999,,,,,2.983,9.055
,,60.665,,,,,2.984,9.059
,,61.634,,,,,2.986,9.062
,,61.884,,,,,2.987,9.065
,,62.258,,,,,2.988,9.066
,,62.984,,,,,2.989,9.072
,,66.53,,,,,2.99,9.074
,,67.731,,,,,2.991,9.077
,,69.111,,,,,2.992,9.081
,,69.742,,,,,2.993,9.083
,,7.004,,,,,2.994,9.087
,,7.005,,,,,2.995,9.09
,,7.01,,,,,2.996,9.093
,,7.013,,,,,2.997,9.1
,,7.022,,,,,2.998,9.106
,,7.027,,,,,2.999,9.107
,,7.028,,,,,20.416,9.109
,,7.03,,,,,20.918,9.114
,,7.033,,,,,21.244,9.117
,,7.036,,,,,21.481,9.118
,,7.037,,,,,22.654,9.123
,,7.039,,,,,22.853,9.129
,,7.04,,,,,23.111,9.134
,,7.044,,,,,23.482,9.139
,,7.045,,,,,26.548,9.146
,,7.046,,,,,26.762,9.15
,,7.049,,,,,263.444,9.151
,,7.052,,,,,28.224,9.153
,,7.053,,,,,28.946,9.171
,,7.063,,,,,3,9.174
,,7.064,,,,,3.001,9.176
,,7.067,,,,,3.002,9.19
,,7.069,,,,,3.003,9.195
,,7.071,,,,,3.004,9.197
,,7.072,,,,,3.005,9.199
,,7.074,,,,,3.006,9.204
,,7.076,,,,,3.007,9.206
,,7.082,,,,,3.008,9.208
,,7.086,,,,,3.009,9.215
,,7.09,,,,,3.01,9.221
,,7.093,,,,,3.011,9.233
,,7.098,,,,,3.012,9.234
,,7.101,,,,,3.013,9.236
,,7.105,,,,,3.014,9.239
,,7.106,,,,,3.015,9.242
,,7.109,,,,,3.016,9.245
,,7.11,,,,,3.017,9.246
,,7.111,,,,,3.018,9.251
,,7.114,,,,,3.019,9.254
,,7.115,,,,,3.02,9.258
,,7.118,,,,,3.021,9.259
,,7.123,,,,,3.022,9.263
,,7.125,,,,,3.023,9.269
,,7.127,,,,,3.024,9.271
,,7.128,,,,,3.025,9.276
,,7.131,,,,,3.026,9.279
,,7.133,,,,,3.027,9.292
,,7.134,,,,,3.028,9.295
,,7.137,,,,,3.029,9.299
,,7.14,,,,,3.03,9.305
,,7.143,,,,,3.031,9.306
,,7.147,,,,,3.032,9.31
,,7.15,,,,,3.033,9.311
,,7.153,,,,,3.035,9.313
,,7.154,,,,,3.036,9.321
,,7.155,,,,,3.037,9.325
,,7.156,,,,,3.038,9.33
,,7.157,,,,,3.039,9.338
,,7.164,,,,,3.04,9.339
,,7.17,,,,,3.041,9.34
,,7.171,,,,,3.042,9.341
,,7.182,,,,,3.043,9.344
,,7.183,,,,,3.044,9.346
,,7.184,,,,,3.045,9.347
,,7.186,,,,,3.046,9.349
,,7.187,,,,,3.047,9.365
,,7.188,,,,,3.048,9.369
,,7.19,,,,,3.049,9.376
,,7.193,,,,,3.05,9.377
,,7.194,,,,,3.051,9.378
,,7.196,,,,,3.052,9.379
,,7.2,,,,,3.053,9.381
,,7.203,,,,,3.054,9.383
,,7.211,,,,,3.055,9.396
,,7.212,,,,,3.056,9.397
,,7.215,,,,,3.057,9.402
,,7.217,,,,,3.058,9.404
,,7.22,,,,,3.059,9.406
,,7.223,,,,,3.06,9.408
,,7.225,,,,,3.061,9.411
,,7.227,,,,,3.062,9.433
,,7.23,,,,,3.063,9.448
,,7.232,,,,,3.065,9.452
,,7.233,,,,,3.066,9.456
,,7.236,,,,,3.067,9.465
,,7.238,,,,,3.068,9.471
,,7.24,,,,,3.069,9.473
,,7.244,,,,,3.07,9.474
,,7.251,,,,,3.071,9.503
,,7.253,,,,,3.072,9.504
,,7.254,,,,,3.073,9.513
,,7.255,,,,,3.074,9.514
,,7.263,,,,,3.075,9.516
,,7.265,,,,,3.076,9.522
,,7.267,,,,,3.077,9.526
,,7.27,,,,,3.078,9.529
,,7.271,,,,,3.079,9.53
,,7.273,,,,,3.08,9.531
,,7.284,,,,,3.081,9.532
,,7.285,,,,,3.082,9.542
,,7.287,,,,,3.083,9.551
,,7.289,,,,,3.084,9.555
,,7.295,,,,,3.085,9.567
,,7.296,,,,,3.086,9.569
,,7.303,,,,,3.087,9.572
,,7.314,,,,,3.088,9.574
,,7.317,,,,,3.089,9.579
,,7.318,,,,,3.09,9.587
,,7.323,,,,,3.091,9.594
,,7.324,,,,,3.092,9.6
,,7.329,,,,,3.093,9.605
,,7.331,,,,,3.095,9.609
,,7.332,,,,,3.096,9.616
,,7.34,,,,,3.097,9.622
,,7.341,,,,,3.098,9.628
,,7.343,,,,,3.099,9.631
,,7.355,,,,,3.1,9.639
,,7.36,,,,,3.101,9.646
,,7.365,,,,,3.102,9.666
,,7.371,,,,,3.103,9.674
,,7.372,,,,,3.104,9.678
,,7.373,,,,,3.105,9.68
,,7.374,,,,,3.106,9.688
,,7.375,,,,,3.107,9.694
,,7.389,,,,,3.109,9.7
,,7.399,,,,,3.11,9.701
,,7.4,,,,,3.111,9.704
,,7.405,,,,,3.112,9.706
,,7.407,,,,,3.113,9.708
,,7.408,,,,,3.114,9.724
,,7.409,,,,,3.115,9.726
,,7.41,,,,,3.116,9.728
,,7.411,,,,,3.117,9.733
,,7.412,,,,,3.118,9.738
,,7.416,,,,,3.119,9.74
,,7.417,,,,,3.12,9.741
,,7.428,,,,,3.121,9.751
,,7.43,,,,,3.122,9.754
,,7.431,,,,,3.123,9.756
,,7.433,,,,,3.124,9.763
,,7.442,,,,,3.125,9.764
,,7.445,,,,,3.126,9.769
,,7.449,,,,,3.127,9.773
,,7.464,,,,,3.128,9.781
,,7.466,,,,,3.129,9.789
,,7.469,,,,,3.13,9.792
,,7.47,,,,,3.131,9.799
,,7.472,,,,,3.132,9.809
,,7.474,,,,,3.134,9.813
,,7.478,,,,,3.135,9.814
,,7.496,,,,,3.136,9.823
,,7.509,,,,,3.137,9.826
,,7.518,,,,,3.138,9.831
,,7.52,,,,,3.139,9.832
,,7.531,,,,,3.14,9.839
,,7.535,,,,,3.141,9.841
,,7.538,,,,,3.142,9.844
,,7.541,,,,,3.143,9.864
,,7.544,,,,,3.144,9.87
,,7.55,,,,,3.145,9.877
,,7.553,,,,,3.146,9.88
,,7.556,,,,,3.147,9.883
,,7.557,,,,,3.148,9.897
,,7.559,,,,,3.149,9.901
,,7.56,,,,,3.15,9.902
,,7.562,,,,,3.151,9.908
,,7.563,,,,,3.152,9.912
,,7.573,,,,,3.153,9.915
,,7.574,,,,,3.154,9.92
,,7.577,,,,,3.155,9.926
,,7.585,,,,,3.156,9.937
,,7.596,,,,,3.157,9.939
,,7.601,,,,,3.158,9.954
,,7.603,,,,,3.159,9.955
,,7.606,,,,,3.16,9.96
,,7.622,,,,,3.161,9.974
,,7.624,,,,,3.162,9.975
,,7.625,,,,,3.163,9.976
,,7.626,,,,,3.164,9.979
,,7.627,,,,,3.165,9.984
,,7.628,,,,,3.166,9.989
,,7.63,,,,,3.167,9.993
,,7.638,,,,,3.168,9.995
,,7.643,,,,,3.169,9.997
,,7.644,,,,,3.17,92.118
,,7.646,,,,,3.171,
,,7.653,,,,,3.172,
,,7.655,,,,,3.173,
,,7.657,,,,,3.174,
,,7.66,,,,,3.175,
,,7.666,,,,,3.176,
,,7.669,,,,,3.177,
,,7.67,,,,,3.178,
,,7.674,,,,,3.179,
,,7.676,,,,,3.18,
,,7.677,,,,,3.181,
,,7.678,,,,,3.182,
,,7.683,,,,,3.183,
,,7.69,,,,,3.184,
,,7.692,,,,,3.185,
,,7.706,,,,,3.186,
,,7.711,,,,,3.187,
,,7.714,,,,,3.188,
,,7.717,,,,,3.189,
,,7.727,,,,,3.19,
,,7.73,,,,,3.191,
,,7.732,,,,,3.192,
,,7.735,,,,,3.193,
,,7.738,,,,,3.194,
,,7.742,,,,,3.195,
,,7.743,,,,,3.196,
,,7.744,,,,,3.197,
,,7.745,,,,,3.198,
,,7.751,,,,,3.199,
,,7.755,,,,,3.2,
,,7.757,,,,,3.201,
,,7.763,,,,,3.202,
,,7.764,,,,,3.203,
,,7.766,,,,,3.204,
,,7.772,,,,,3.205,
,,7.774,,,,,3.206,
,,7.775,,,,,3.207,
,,7.776,,,,,3.209,
,,7.779,,,,,3.21,
,,7.783,,,,,3.211,
,,7.787,,,,,3.212,
,,7.788,,,,,3.213,
,,7.79,,,,,3.214,
,,7.794,,,,,3.215,
,,7.798,,,,,3.216,
,,7.799,,,,,3.217,
,,7.808,,,,,3.218,
,,7.813,,,,,3.219,
,,7.816,,,,,3.22,
,,7.835,,,,,3.221,
,,7.843,,,,,3.222,
,,7.844,,,,,3.223,
,,7.851,,,,,3.224,
,,7.853,,,,,3.225,
,,7.858,,,,,3.226,
,,7.863,,,,,3.227,
,,7.869,,,,,3.228,
,,7.874,,,,,3.229,
,,7.875,,,,,3.23,
,,7.878,,,,,3.231,
,,7.883,,,,,3.232,
,,7.885,,,,,3.233,
,,7.886,,,,,3.234,
,,7.892,,,,,3.235,
,,7.896,,,,,3.236,
,,7.899,,,,,3.237,
,,7.904,,,,,3.238,
,,7.914,,,,,3.239,
,,7.915,,,,,3.24,
,,7.92,,,,,3.241,
,,7.922,,,,,3.242,
,,7.923,,,,,3.243,
,,7.932,,,,,3.244,
,,7.935,,,,,3.245,
,,7.941,,,,,3.246,
,,7.943,,,,,3.248,
,,7.947,,,,,3.249,
,,7.95,,,,,3.25,
,,7.951,,,,,3.251,
,,7.956,,,,,3.252,
,,7.965,,,,,3.253,
,,7.984,,,,,3.254,
,,7.986,,,,,3.255,
,,7.99,,,,,3.257,
,,7.991,,,,,3.258,
,,7.996,,,,,3.259,
,,7.999,,,,,3.26,
,,70.185,,,,,3.261,
,,720.494,,,,,3.262,
,,76.135,,,,,3.263,
,,78.229,,,,,3.264,
,,78.733,,,,,3.265,
,,79.415,,,,,3.266,
,,8.01,,,,,3.267,
,,8.014,,,,,3.268,
,,8.019,,,,,3.269,
,,8.021,,,,,3.27,
,,8.032,,,,,3.271,
,,8.037,,,,,3.272,
,,8.045,,,,,3.273,
,,8.047,,,,,3.274,
,,8.049,,,,,3.275,
,,8.054,,,,,3.276,
,,8.056,,,,,3.277,
,,8.058,,,,,3.278,
,,8.06,,,,,3.279,
,,8.062,,,,,3.28,
,,8.063,,,,,3.281,
,,8.065,,,,,3.282,
,,8.071,,,,,3.283,
,,8.075,,,,,3.284,
,,8.082,,,,,3.285,
,,8.083,,,,,3.286,
,,8.089,,,,,3.287,
,,8.1,,,,,3.289,
,,8.102,,,,,3.29,
,,8.104,,,,,3.291,
,,8.105,,,,,3.292,
,,8.106,,,,,3.293,
,,8.109,,,,,3.296,
,,8.114,,,,,3.297,
,,8.118,,,,,3.298,
,,8.119,,,,,3.299,
,,8.126,,,,,3.3,
,,8.127,,,,,3.301,
,,8.137,,,,,3.302,
,,8.14,,,,,3.303,
,,8.141,,,,,3.305,
,,8.142,,,,,3.306,
,,8.149,,,,,3.308,
,,8.15,,,,,3.309,
,,8.151,,,,,3.31,
,,8.153,,,,,3.311,
,,8.155,,,,,3.312,
,,8.164,,,,,3.313,
,,8.167,,,,,3.315,
,,8.169,,,,,3.316,
,,8.176,,,,,3.317,
,,8.178,,,,,3.318,
,,8.179,,,,,3.319,
,,8.191,,,,,3.32,
,,8.195,,,,,3.321,
,,8.198,,,,,3.322,
,,8.202,,,,,3.323,
,,8.203,,,,,3.324,
,,8.207,,,,,3.326,
,,8.219,,,,,3.327,
,,8.225,,,,,3.328,
,,8.237,,,,,3.329,
,,8.239,,,,,3.33,
,,8.24,,,,,3.331,
,,8.244,,,,,3.332,
,,8.248,,,,,3.333,
,,8.249,,,,,3.334,
,,8.264,,,,,3.336,
,,8.268,,,,,3.337,
,,8.283,,,,,3.338,
,,8.287,,,,,3.339,
,,8.288,,,,,3.34,
,,8.292,,,,,3.341,
,,8.294,,,,,3.344,
,,8.295,,,,,3.348,
,,8.297,,,,,3.349,
,,8.299,,,,,3.35,
,,8.302,,,,,3.351,
,,8.307,,,,,3.353,
,,8.32,,,,,3.354,
,,8.324,,,,,3.359,
,,8.327,,,,,3.36,
,,8.331,,,,,3.362,
,,8.332,,,,,3.363,
,,8.335,,,,,3.364,
,,8.336,,,,,3.365,
,,8.338,,,,,3.367,
,,8.339,,,,,3.369,
,,8.34,,,,,3.37,
,,8.352,,,,,3.371,
,,8.359,,,,,3.372,
,,8.36,,,,,3.373,
,,8.364,,,,,3.374,
,,8.378,,,,,3.375,
,,8.381,,,,,3.378,
,,8.385,,,,,3.379,
,,8.397,,,,,3.381,
,,8.398,,,,,3.383,
,,8.41,,,,,3.384,
,,8.412,,,,,3.386,
,,8.422,,,,,3.387,
,,8.426,,,,,3.388,
,,8.432,,,,,3.389,
,,8.434,,,,,3.391,
,,8.437,,,,,3.392,
,,8.439,,,,,3.393,
,,8.45,,,,,3.394,
,,8.452,,,,,3.396,
,,8.455,,,,,3.397,
,,8.457,,,,,3.398,
,,8.458,,,,,3.399,
,,8.466,,,,,3.4,
,,8.467,,,,,3.402,
,,8.472,,,,,3.404,
,,8.476,,,,,3.405,
,,8.477,,,,,3.406,
,,8.491,,,,,3.408,
,,8.507,,,,,3.409,
,,8.508,,,,,3.41,
,,8.518,,,,,3.413,
,,8.529,,,,,3.415,
,,8.532,,,,,3.416,
,,8.551,,,,,3.417,
,,8.561,,,,,3.419,
,,8.569,,,,,3.42,
,,8.57,,,,,3.422,
,,8.571,,,,,3.423,
,,8.581,,,,,3.424,
,,8.589,,,,,3.425,
,,8.599,,,,,3.426,
,,8.609,,,,,3.427,
,,8.61,,,,,3.428,
,,8.623,,,,,3.429,
,,8.624,,,,,3.43,
,,8.637,,,,,3.431,
,,8.642,,,,,3.432,
,,8.644,,,,,3.433,
,,8.645,,,,,3.434,
,,8.646,,,,,3.435,
,,8.647,,,,,3.436,
,,8.648,,,,,3.437,
,,8.65,,,,,3.438,
,,8.655,,,,,3.44,
,,8.659,,,,,3.441,
,,8.664,,,,,3.442,
,,8.669,,,,,3.443,
,,8.673,,,,,3.444,
,,8.676,,,,,3.445,
,,8.696,,,,,3.446,
,,8.705,,,,,3.447,
,,8.707,,,,,3.449,
,,8.713,,,,,3.451,
,,8.717,,,,,3.452,
,,8.72,,,,,3.453,
,,8.723,,,,,3.454,
,,8.737,,,,,3.455,
,,8.741,,,,,3.456,
,,8.742,,,,,3.457,
,,8.746,,,,,3.459,
,,8.749,,,,,3.46,
,,8.751,,,,,3.461,
,,8.758,,,,,3.463,
,,8.759,,,,,3.464,
,,8.763,,,,,3.465,
,,8.766,,,,,3.467,
,,8.767,,,,,3.469,
,,8.768,,,,,3.47,
,,8.771,,,,,3.471,
,,8.782,,,,,3.472,
,,8.784,,,,,3.473,
,,8.796,,,,,3.474,
,,8.801,,,,,3.475,
,,8.806,,,,,3.476,
,,8.81,,,,,3.477,
,,8.816,,,,,3.478,
,,8.819,,,,,3.479,
,,8.824,,,,,3.48,
,,8.827,,,,,3.483,
,,8.844,,,,,3.484,
,,8.849,,,,,3.485,
,,8.85,,,,,3.486,
,,8.855,,,,,3.487,
,,8.86,,,,,3.488,
,,8.861,,,,,3.489,
,,8.866,,,,,3.49,
,,8.871,,,,,3.491,
,,8.879,,,,,3.493,
,,8.882,,,,,3.495,
,,8.888,,,,,3.496,
,,8.891,,,,,3.497,
,,8.892,,,,,3.498,
,,8.905,,,,,3.499,
,,8.921,,,,,3.501,
,,8.929,,,,,3.502,
,,8.933,,,,,3.503,
,,8.942,,,,,3.504,
,,8.945,,,,,3.506,
,,8.948,,,,,3.507,
,,8.952,,,,,3.508,
,,8.959,,,,,3.509,
,,8.973,,,,,3.511,
,,8.976,,,,,3.512,
,,8.997,,,,,3.513,
,,81.191,,,,,3.514,
,,83.535,,,,,3.517,
,,89.378,,,,,3.518,
,,9.008,,,,,3.519,
,,9.016,,,,,3.52,
,,9.034,,,,,3.521,
,,9.037,,,,,3.522,
,,9.057,,,,,3.523,
,,9.059,,,,,3.524,
,,9.061,,,,,3.525,
,,9.072,,,,,3.526,
,,9.081,,,,,3.527,
,,9.083,,,,,3.528,
,,9.088,,,,,3.531,
,,9.096,,,,,3.532,
,,9.098,,,,,3.533,
,,9.102,,,,,3.534,
,,9.103,,,,,3.535,
,,9.109,,,,,3.536,
,,9.111,,,,,3.538,
,,9.117,,,,,3.54,
,,9.137,,,,,3.541,
,,9.141,,,,,3.544,
,,9.147,,,,,3.545,
,,9.15,,,,,3.546,
,,9.153,,,,,3.547,
,,9.161,,,,,3.548,
,,9.162,,,,,3.549,
,,9.166,,,,,3.55,
,,9.179,,,,,3.551,
,,9.184,,,,,3.552,
,,9.185,,,,,3.553,
,,9.203,,,,,3.555,
,,9.204,,,,,3.556,
,,9.222,,,,,3.557,
,,9.225,,,,,3.558,
,,9.228,,,,,3.561,
,,9.23,,,,,3.562,
,,9.234,,,,,3.563,
,,9.236,,,,,3.564,
,,9.239,,,,,3.565,
,,9.242,,,,,3.566,
,,9.248,,,,,3.567,
,,9.253,,,,,3.568,
,,9.259,,,,,3.57,
,,9.26,,,,,3.571,
,,9.269,,,,,3.572,
,,9.279,,,,,3.573,
,,9.292,,,,,3.574,
,,9.294,,,,,3.576,
,,9.307,,,,,3.577,
,,9.311,,,,,3.578,
,,9.312,,,,,3.579,
,,9.324,,,,,3.58,
,,9.325,,,,,3.581,
,,9.327,,,,,3.582,
,,9.331,,,,,3.583,
,,9.335,,,,,3.585,
,,9.357,,,,,3.586,
,,9.365,,,,,3.589,
,,9.369,,,,,3.59,
,,9.375,,,,,3.592,
,,9.379,,,,,3.593,
,,9.391,,,,,3.594,
,,9.404,,,,,3.595,
,,9.411,,,,,3.596,
,,9.42,,,,,3.598,
,,9.422,,,,,3.599,
,,9.423,,,,,3.6,
,,9.428,,,,,3.601,
,,9.434,,,,,3.602,
,,9.439,,,,,3.603,
,,9.467,,,,,3.605,
,,9.468,,,,,3.606,
,,9.476,,,,,3.608,
,,9.479,,,,,3.61,
,,9.481,,,,,3.611,
,,9.483,,,,,3.613,
,,9.484,,,,,3.614,
,,9.488,,,,,3.617,
,,9.491,,,,,3.618,
,,9.502,,,,,3.619,
,,9.503,,,,,3.62,
,,9.506,,,,,3.621,
,,9.508,,,,,3.622,
,,9.52,,,,,3.623,
,,9.523,,,,,3.624,
,,9.524,,,,,3.626,
,,9.532,,,,,3.627,
,,9.55,,,,,3.628,
,,9.58,,,,,3.629,
,,9.593,,,,,3.631,
,,9.609,,,,,3.632,
,,9.61,,,,,3.635,
,,9.617,,,,,3.636,
,,9.621,,,,,3.637,
,,9.622,,,,,3.638,
,,9.627,,,,,3.64,
,,9.639,,,,,3.643,
,,9.647,,,,,3.645,
,,9.648,,,,,3.646,
,,9.654,,,,,3.647,
,,9.657,,,,,3.648,
